sku,sentiment,text
B22AAA0010,neutraal,Nvt
B22AAA0010,neutraal,Kleur en pasvorm
B22AAA0010,positief,Even inlopen en daarna lopen ze echt prettig
B22AAA0010,positief,Zit perfect
B22AAA0010,positief,Mooi en goed merk
B22AAA0010,positief,"design is prachtig, de zool geeft veel grip"
B22AAA0010,positief,"Zit in 1 keer goed, pasvorm en maatvoering zijn goed, kleur en hoogte zijn goed"
B22AAA0010,positief,Goed zittende wandelschoen met een degelijk kwaliteit en afwerking. Deutsche grundlichheit zeg maar.
B22AAA0010,positief,"Voor (mijn smalle voet) goede pasvorm, slipt wel een beetje in de hak, maar dat kan wellicht na het inlopen beter worden. Zit goed op de wreef, veters sluiten goed af."
B22AAA0010,positief,Stevig en comfortabel
B22AAA0010,neutraal,Stabiel
B22AAA0010,positief,Zitcomfort en kwaliteit. Maat 46 paste mij beter dan mijn normale maat 45
B22AAA0010,positief,Lekker stevige schoen
B22AAA0010,positief,Lichte schoenen alles is goed  ben zeer tevreden.
B22AAA0010,positief,Snel ingelopen
B22AAA0010,neutraal,pasvorm
B22AAA0010,positief,Stevige schoen erg robuust
B22AAA0010,neutraal,pasvorm
B22AAA0010,neutraal,Premium kwaliteit van materialen
B22AAA0010,positief,"Uiterlijk fraai Ziet er degelijk uit, maar het is uiteraard te vroeg om dat nu al te beoordelen."
B22AAA0010,neutraal,past een smalle voet
B22AAA0010,positief,Waterdicht en droogt heel snel.
B22AAA0010,positief,Waterdicht
B22AAA0010,neutraal,X
B22AAA0010,positief,Zitten heel goed
B22AAA0010,neutraal,komfort
B22AAA0010,positief,Vormgeving  Loopt soepel Kleur Waterdicht
B22AAA0010,neutraal,zool
B22AAA0010,negatief,voor een heren wandelschoen niet te saaie kleurstelling
B22AAA0010,negatief,Leuk om te zien. Niet zo lomp als vele wandelschoenen.
B22AAA0010,positief,Goede demping . Mooie afwikkeling. Fijne wandelschoen.
B22AAA0010,positief,Prima wandelschoen...instappen en wegwezen.
B22AAA0010,positief,"Fijn om een milieuverantwoorde schoen te hebben, in Europa gemaakt. Zien er mooi uit."
B22AAA0010,neutraal,Pasvorm Gewicht
B22ABA0020,neutraal,0
B22ABA0020,neutraal,Nee
B22ABA0020,neutraal,Geen
B22ABA0020,positief,Veters lijken snel te kunnen breken
B22ABA0020,positief,"Tot nu toe geen, maar de kwaliteit en duurzaamheid moeten zich natuurlijk nog bewijzen!"
B22ABA0020,neutraal,Vraag me dit over een jaar! Hoe kan ik nu al iets zinnigs zeggen over de kwaliteit?
B22ABA0020,neutraal,Uitstraling is wat minder
B22ABA0020,positief,Stevige prijs
B22ABA0020,positief,"Veel zoeken om de veters goed te strikken, zodat het niet klemt bij de bovenkant van mijn hoge wreef tot aan de enkel. Een cursus Meindl schoenen strikken zou niet misstaan"
B22ABA0020,neutraal,Kleur
B22ABA0020,neutraal,Geen
B22ABA0020,neutraal,Geen
B22ABA0020,negatief,Na nog geen 6 maand is de naat en stiksel op het voet buigpunt bij beide schoenen kapot. Omdat het bij beide schoenen op hetzelfde punt gebeurt lijkt mij dit een zwak punt van deze schoenen. Valt tegen voor de prijs wat ze kosten.
B22ABA0020,neutraal,Nog niet ontdekt
B22ABA0020,neutraal,Doen schreeuwend pijn bij de enkels
B22ABA0020,neutraal,Zou wel met wat meer kleur mogen zodat ze mooier zijn om te zien
B22ABA0020,positief,- Doordat het textiel is is het schoonmaken van de schoenen wat lastiger dan wanneer het volledig leer is.
B22ABA0020,positief,Liefst Gore-Tex surround. Voeten zweten sneller bij warm weer.
B22ABA0020,negatief,Veters zijn erg dun
B22ABA0020,negatief,Veters een beetje dun
B22ABA0020,neutraal,Geen
B22ABA0020,neutraal,"Heb zweetvoeten in deze schoenen, nooit eerder gehad ook niet in andere meindl schoenen."
B22ABA0020,positief,Omdat waterdichte schoen is erg warm. Sneller last van warme voeten en zweetvoeten dan vorige wandelschoenen
B22ABA0020,neutraal,Zal ik nog moeten ondervinden
B22ABA0020,negatief,De eerste de beste keer dat ik aantrok ging het bovenste veter hakje direct los en brak er van af. Dat was teleurstellend aangezien ik er de volgende dag mee moest gaan lopen. Bovenste dus niet gebruikt.
B22ABA0020,neutraal,Geen minpunten.
B22ABA0020,positief,Ideaal voor mensen met brede voet en hoge wreef. Tweede schoen naast lage versie waarmee al ruim 6 jaar lange wandeltochten o.a. Pp mee gelopen zijn en nog steeds in functie is.
B22ABA0020,positief,Geeft steun waar nodig.
B22ABA0020,positief,Licht en comfortabel
B22ABA0020,positief,Lichte schoen met goed profiel.
B22ABA0020,positief,Lekker licht
B22ABA0020,positief,Loopt soepel en ondersteuning is prima
B22ABA0020,positief,"Ze lopen heel erg goed, amper inlooptijd nodig en ze zijn lekker licht aan mijn voeten."
B22ABA0020,positief,Zit tot nu toe fijn.
B22ABA0020,positief,Licht en lopen heerlijk
B22ABA0020,positief,"Comfortabel, licht, warme voeten"
B22ABA0020,positief,Stevigheid en pasvorm zijn heel goed
B22ABA0020,positief,Zitten lekker
B22ABA0020,positief,Goede pasvorm en warm. Lichte schoen ondanks het hoge model
B22ABA0020,positief,"Goede lichte schoen,met meer ruimte voor mijn bredere voorvoet, en smal genoeg bij de hak voor mijn hiel."
B22ABA0020,positief,"Heerlijke schoenen die als gegoten zitten, eerste keer meteen een fikse wandeling mee gedaan en geen problemen ondervonden. Lekker waterdicht."
B22ABA0020,positief,"Warm, licht, kwaliteit"
B22ABA0020,positief,Licht en voelt goed aan de voet. Bijna sneaker gevoel.
B22ABA0020,positief,Mooie en zeer comfortabele en lichte wandelschoen met voldoende ondersteuning
B22ABA0020,positief,"Je loopt er zo op weg. goede pasvorm, geen inlopen."
B22ABA0020,positief,Lekkere soepele maar toch stevige schoen. Fijn als dagelijkse schoen. Ook Bij wandelen in Luxemburg voldoende stevigheid en grip
B22ABA0020,positief,"Licht, je voelt nauwelijks dat je een schoen aanhebt, en toch goede ondersteuning en betrouwbaar profiel"
B22ABA0020,neutraal,Waterdichtheid
B22ABA0020,positief,Ik heb ze pas een week dus de vragen komen te vroeg ik moet de schoen nog gaan belasten.
B22ABA0020,positief,Stevig hoog en redelijk geprijst
B22ABA0020,positief,Echt licht aan je voeten
B22ABA0020,positief,+ Comfortabele schoenen en lichtgewicht + sluit lekker hoog aan waardoor je extra steun hebt rond de enkels. + Fijne pasvorm
B22ABA0020,positief,Soepele lekker zittende schoen. Inlopen is niet nodig
B22ABA0020,positief,"Geschikt voor de wat smallere voet. Licht van gewicht, goed ventilerend en goed bestand tegen natte wandelingen.  Uitgebreid getest door mij in Nepal in de monsoon regens."
B22ABA0020,positief,"Fijne pasvorm, geen hotspots"
B22ABA0020,positief,Licht gewicht
B22ABA0020,positief,"Licht van gewicht, zool met goede grip, goede pasvorm."
B22ABA0020,positief,"Goede pasvorm, licht gewicht."
B22ABA0020,positief,Zitten meteen goed.
B22ABA0020,positief,"Sterk, licht, modieus waterdicht"
B22ABA0020,negatief,Zitten als pantoffels. Heb ze nu al tijdje en ik heb nergens last van.
B22ABA0020,positief,"Zeer snel in te lopen, na één wandeling direct de volgende 60Km gestapt, zaten heel de tijd goed"
B22ABA0020,positief,"Sluit goed aan rond de voet, lekker licht."
B22ABA0020,negatief,De pasvorm en het lage gewicht van de schoen.
B22ABA0096,positief,Ik heb schoenen nog maar 1x gedragen. Ik hop dat draaisysteem van veters het goed blijft doen
B22ABA0096,neutraal,Niet
B22ABA0096,neutraal,"Deze moet je maken met harde kunstof neus,zodat je ze voor werk mag gebruiken"
B22ABA0096,neutraal,Uitstraling
B22ABA0096,neutraal,Dat er geen minpunten aanzitten
B22ABA0096,neutraal,"Stoer,licht,warm."
HABCC90031,negatief,nog niet bekend
HABCC90031,neutraal,Geen
HABCC90031,neutraal,geen
HABCC90031,neutraal,Geen
HABCC90031,neutraal,"Er zijn mooiere schoenen, vind ik."
HABCC90031,positief,"Iets knellen aan achillespees aan een zijde, maar dat kan ook mijn bouw liggen ;-)"
HABCC90031,neutraal,Nvt
HABCC90031,neutraal,Model in meer kleur varianten aanbieden.
HABCC90031,neutraal,Nee
HABCC90031,positief,"- ik kan nu nog niet over de kwaliteit oordelen, maar ben bang dat de veters wat snel gaan slijten. Dit komt waarschijnlijk mede door het gebruik van een 'snel sluit' apparaatje."
HABCC90031,neutraal,Geen
HABCC90031,neutraal,Nee
HABCC90031,positief,De schoen slijt snel als je er veel op loopt. Mijn vorige paar heeft het een jaar uitgehouden. Gezien de prijs vind ik dat erg kort.
HABCC90031,neutraal,Geen
HABCC90031,neutraal,Nee
HABCC90031,positief,Nog te vroeg om te oordelen
HABCC90031,positief,Graag meerdere kleuren in speciale  maten ipv altijd zwart.
HABCC90031,neutraal,"Schoen trekt strak aan de bovenzijde van de hiel, dit gaf mij wat blaren aan het begin."
HABCC90031,negatief,Saaie kleur
HABCC90031,positief,Kan ik zo niet bedenken. Ben er blij mee
HABCC90031,neutraal,Geen
HABCC90031,neutraal,Geen
HABCC90031,negatief,vetertje rondom schoen kwetsbaar?
HABCC90031,positief,De draad die rondom achter de hak loopt wordt aangetrokken door de veters zodat je hak beter zit had aan de binnenkant beter afgewerkt kunnen worden. Precies op dat punt liep ik blaren de eerste 25km.
HABCC90031,neutraal,?
HABCC90031,neutraal,N.v.t
HABCC90031,positief,Door veel op asfalt te lopen slijt de zool snel.
HABCC90031,positief,Op dit moment nog geen negatieve punten kunnen vinden. Wel ben ik benieuwd of het kunststof bovenwerk op de vouwen ook na langere tijd niet scheurt.
HABCC90031,neutraal,Beetje meer ruimte voorin
HABCC90031,neutraal,Geen
HABCC90031,positief,Vind de zool te glad vooral met vochtig weer iets te glad.
HABCC90031,neutraal,Geen
HABCC90031,negatief,Veters lopen door leren lusjes  waardoor het vasttrekken iets lastiger is bovenste gaatje wel met oogjes
HABCC90031,positief,Veters minder snel loslaten
HABCC90031,positief,"Goede zeer soepele schoen, maakt je wat zweverig. Persoonlijk had ik wat meer stevigheid verwacht."
HABCC90031,neutraal,Geen
HABCC90031,positief,"De Activo ziet er goed genoeg uit om niet alleen in de natuur te gebruiken, maar ik vind de schoen moeilijk goed schoon te maken. En de schoen is behoorlijk warm. Zelfs met dunne wandelsokken aan gemaakt voor warm weer krijg ik toch behoorlijk warme voeten. Het draagcomfort maakt veel goed, maar dit zijn kleine maar vitale puntjes."
HABCC90031,positief,De bevestiging van de veters middels een touwtje dat doorloopt is nogal onderhevig aan rek. Hierdoor slijt het nogal snel.
HABCC90031,positief,Ben eerlijk het was goed en de schoenen lopen geweldig.
HABCC90031,positief,zitten wel erg warm
HABCC90031,neutraal,Geen
HABCC90031,negatief,"Ik draag de schoenen nu zes weken. Nog steeds krijg ik blaren boven op de hielen. Daar is het onderste deel van de schoen erg stug met een stevige rand, die keer op keer de blaren veroorzaakt.  Helaas nog geen oplossing kunnen vinden om deze hielrand soepeler/vlakker te krijgen."
HABCC90031,negatief,jammer dat de veters nu al slijten.
HABCC90031,neutraal,Geen
HABCC90031,negatief,"Kleur is echt saai, waarom zijn wandelschoenen zo saai ?"
HABCC90031,positief,"Veter iets te lang, daardoor bubbel vouwen. Liefst extra gaatje zodat veter hoger en beter"
HABCC90031,negatief,"Nadat de veters aangetrokken werden , was na de eerste keer aandoen het veter systeem al kapot . Terug naar de winkel en ik kreeg een nieuw paar . Na 3 keer aantrekken weer het zelfde probleem . Nu worden ze opgestuurd , maar ik zit nu wel 4-6 weken zonder wandelschoenen . Ben benieuwd hoe dit opgelost wordt"
HABCC90031,negatief,- Tijdens wandelingen door de duinen komt er zand tussen de toplaag en de onderlaag van het bovenwerk. Dit is er erg lastig 'uit te schudden'. Pakket zand wordt steeds dikker en drukt op tenen.  - Bovenmateriaal is niet slijtvast maar beschadigd erg snel
HABCC90031,positief,"Het volledige meindl assortiment was niet aanwezig,maar toch wel go ed geslaagd hoor,"
HABCC90031,neutraal,Geen
HABCC90031,negatief,Jammer dat er maar één kleur is.
HABCC90031,neutraal,Geen!
HABCC90031,negatief,"Gekocht voor werk, bij vochtige/natte tegelvloer is deze schoen totaal ongeschikt. Glij dan alle kanten op, geen grip"
HABCC90031,neutraal,Geen
HABCC90031,negatief,Er zit een heel vervelende ?plop? in de linkerschouder. En Bever geeft niet thuis om het op te lossen.
HABCC90031,neutraal,Nog niet kunnen ontdekken.
HABCC90031,neutraal,Weet ik nog niet qua draagcomfort geen .
HABCC90031,neutraal,Ik krijg na iedere keer lopen beginnende blaren
HABCC90031,neutraal,Nog niet ontdekt.
HABCC90031,neutraal,schoen is instabiel en geeft weinig houvast
HABCC90031,neutraal,Inscheuren stof aan zijkant schoen
HABCC90031,neutraal,Nog geen tegengekomen. Had om de 6 maanden bij intensief gebruik wel de binnenzool laten vervangen.
HABCC90031,positief,"Echt een grovere wandelschoen lowa vind ik mooier vormgegeven, maar die pas ik niet, mijn voet is daar te breed voor.  Dus heb je een breder is dit een mooi model.  Ik voel nu nog een irritatie op het aansluit punt van de schoen bij mijn hiel. Maar verwacht dat dat gewenning is."
HABCC90031,neutraal,geen
HABCC90031,positief,Ondanks het lichte lopen vind in de hak wat zacht vooral als je een haklander bent
HABCC90031,neutraal,niet gevonden.
HABCC90031,neutraal,Veters moeten na stukje lopen weer even aangetrokken worden.
HABCC90031,negatief,Niet goed aangemeten door medewerkster. Schoen is te breed
HABCC90031,negatief,Helaas 2x terug gemoeten naar Bever voor een andere maat omdat ik bij het in-huis (in)lopen na enkele uren de voeten opwarmen de maat niet lekker was. Uiteindelijk naar buiten toen het thuislopen geen nadelen liet voelen. Bij het buiten lopen van een afstand van 17 km kreeg ik warme/broeierige voetzolen (bal vd voet). Bij een andere winkel gel zolen gekocht om de warmte af te voeren. Hierna was het  probleem over. Tot nu toe 93 km gelopen bij gem 6km/h zonder problemen (22 km was langste afstand).
HABCC90031,positief,minder soepel dan verwacht in praktijjk  hak is wat laag
HABCC90031,negatief,"Lage wandelschoen, daardoor weinig zijwaartse stabiliteit, niet geschikt voor ongelijk en zwaarder terrein"
HABCC90031,neutraal,Prijs...
HABCC90031,neutraal,pasvorm
HABCC90031,positief,De schoenen lopen heerlijk met een voor mij goed pasvorm. Ik heb wat bredere voeten
HABCC90031,positief,goed passende schoen
HABCC90031,positief,Goede pasvorm
HABCC90031,positief,"Goed afgewerkt, licht van gewicht en toch stevig. Waterdicht, ademend. Goede pasvorm (voor brede voet)"
HABCC90031,positief,soepel en steun tegelijkertijd
HABCC90031,positief,Prettige schoen om te dragen. Adviseur bij aankoop super?
HABCC90031,positief,"Draagcomfort, afwerking, steun door sterke zool, grip van zool."
HABCC90031,positief,comfortabele wandelschoen
HABCC90031,positief,Zeer goed geholpen
HABCC90031,positief,"- goede klanten service bij het passen (onervaren collega werd door ervaren collega geholpen).  - soepele zool, is een goede schoen als combinatie tussen trailrunnen en wandelen - veel demping"
HABCC90031,positief,Zitten gelijk als gegoten en je voelt bijna niet dat je schoenen draagt
HABCC90031,positief,Wandelschoenen bieden comfort bij hele dag beter lopen en staan. Uitneembare zolen. Geschikt voor steunzolen.
HABCC90031,positief,De pasvorm is goed als je brede voeten hebt. De schoen is licht en biedt een goede ondersteuning in het voetbed.
HABCC90031,positief,"Ze zijn licht, perfecte pasvorm voor de bredere voet."
HABCC90031,positief,Breedte van de schoen en zachte materiaal bij de Hallux
HABCC90031,positief,loopt lekker
HABCC90031,neutraal,Het product heeft breedte maten en dat heeft niet ieder merk.m
HABCC90031,neutraal,Erg lichte en ruime comfortable wandelschoenen.
HABCC90031,positief,Voelt meteen goed aan. Heb al een paar schoenen met comfort fit zool. Deze lopen voor mij perfect. Fijne brede schoen?..
HABCC90031,positief,"Ze zitten erg lekker,met lopen ,op en van de berg af,helemaal super. Bijna als pantoffeltjes."
HABCC90031,negatief,"Nog geen lange wandeling gemaakt,  kom over een paar weken maar terug."
HABCC90031,positief,"Materiaal is uitmuntend, en de schoen geeft aan de zijkanten veel steun, hele fijne schoen om steunzolen in te dragen?"
HABCC90031,positief,"Waterdicht, flexibel maar voldoende grip. Geen probleem met op rotspunten staan en indien gewoon goed vastgesnoerd kunnen ze niet uit"
HABCC90031,positief,Stabiele stevige schoen! Ik zak snel weg in schoenen. Maar bij deze sta ik stevig met beide voeten op de grond
HABCC90031,neutraal,"Lichtgewicht, pasvorm, look&feel"
HABCC90031,positief,Lichte luchtige schoen Voor brede voet
HABCC90031,positief,"Fijne lichte wandelschoen, die prima afwikkelt. Goede schokbreking in de hak."
HABCC90031,positief,Zit goed bij aantrekken  Bij lopen slof ik een beetje
HABCC90031,neutraal,Model
HABCC90031,positief,lekker licht en pasform
HABCC90031,positief,"Lichtgewicht, goede demping en soepele zool."
HABCC90031,positief,Zeer lichte schoen?
HABCC90031,positief,Zit goed
HABCC90031,negatief,Eindelijk een wandelschoen voor echt brede voeten
HABCC90031,neutraal,Pasvorm
HABCC90031,positief,Comfortabele lichte wandelschoenen met voldoende stugge zool dat wandelen op een stenenpad prettig is en soepel genoeg voor wandelen over asfalt paden. Ventileert voldoende zonder dat het koud wordt in de sneeuw.
HABCC90031,positief,Comfortabel
HABCC90031,positief,Mooi sportief design Erg stevige zool Brede voorvoet
HABCC90031,positief,Prima pasform fijne schoen.
HABCC90031,positief,het goede advies en meting in de winkel
HABCC90031,negatief,Pasvorm - brede leest
HABCC90031,negatief,"- waterdicht - geen leer, simpel onderhoud - licht gewicht - voor brede voeten"
HABCC90031,positief,Zaten direct als gegoten en maakt het wandelen weer een stuk leuker dan met de oude schoenen.
HABCC90031,neutraal,vergeleken bij eerder gekochte meindl(lite trail gtx) zijn er eindelijk langere veters in gekomen.
HABCC90031,positief,"Lopen heerlijk  Ze zijn licht van gewicht Je kunt er mee door het natte gras lopen zonder dat ze nat worden Ik heb een brede voorvoet (K) maar de hiel is normaal : deze passen hierdoor prima Maat 43 is 9,5"
HABCC90031,neutraal,Pasvorm
HABCC90031,neutraal,Lichtgewicht en toch veel steun gevend
HABCC90031,neutraal,Pasvorm
HABCC90031,negatief,Door de pasvorm eindelijk geen blaren meer aan de kleine teen.
HABCC90031,positief,"Zeer geschikt voor mijn brede leest, ik heb volledig doorgezakte voeten. Het loopt heerlijk op een memoryfoam binnenzool. Echt waterdicht, ik ben een ochtendwandelaar en ga voor dag en door dauw, en kom met perfect droge voeten thuis."
HABCC90031,positief,Prima schoen
HABCC90031,positief,Heel goed geholpen en eerlijk advies
HABCC90031,positief,"Goede pasvorm en steun. Fijne strandvijfdaagse gelopen zonder blaren,"
HABCC90031,positief,"sluit mooi om je voet heen, rolt mooi af bij het lopen"
HABCC90031,positief,Multi inzetbaar bij fiets vakantie waarbij je ook nog eenvoudige wandelingen maakt
HABCC90031,neutraal,Ruime pasvorm voor bredere (voor-)voet.
HABCC90031,neutraal,kwaliteit
HABCC90031,positief,Het model is perfect voor mijn brede voet. Het oogt niet lomp en Meindl zegt dat het om een grijs/zwarte kleurstelling gaat. Ik vind dat Meindl zich daarmee te kort doet want het zwart is eerder een heel donker paars neigend naar zwart. Hierdoor is het minder saai en goed toepasbaar met andere kleuren.  Ook de veter is mooi!
HABCC90031,negatief,"De breedte van de schoen.   De linkerschoen plopte heel erg, dat las ik ook bij een eerdere review.   Het zal in de zool, die is nu vervangen door een andere zool en nu is het ploppen minder maar nog steeds niet weg.   Prijs is echt veel te hoog."
HABCC90031,positief,"Fijne schoen, comfort, solide en sterk. Goed en lang wandelen ??"
HABCC90031,positief,Het leken degelijke fijne en ook mooie schoenen
HABCC90031,neutraal,Lichtgewicht en toch veel steun
HABCC90031,positief,"heerlijke pasvorm, prettige gewicht"
HABCC90031,neutraal,Service en deskundig advies
HABCC90031,positief,Lekker licht
HABCC90031,positief,"Goed passende schoen,met brede uitvoering"
HABCC90031,positief,"Heerlijke lichte schoen, goede pasvorm en wikkelt erg fijn af met lopen, top!"
HABCC90031,positief,"Lichte schoen, goed loopcomfort."
HABCC90031,neutraal,Pasvorm
HABCC90031,negatief,Helaas geen sterke punten
HABCC90031,positief,Een heerlijk lopende schoen. En door de gore tex fijn waterdicht.
HABCC90031,negatief,Brede wreef
HABCC90031,neutraal,Geen
HABCC90031,positief,De pasvorm en het soepele lopen op deze schoenen. Het geeft mij het gevoel moeiteloos vooruit te komen.  De afgeplatte veters strikken heel fijn en lopen niet los.
HABCC90031,positief,design en kleur van schoen waterdicht
HABCC90031,positief,ik heb ze nu regelmatig aan. Het lichtere gewicht dan bergschoenen is ook een voordeel.
HABCC90031,positief,"Zitten perfect, lopen heerlijk voor brede voet. 2 e paar besteld."
HABCC90031,positief,"Goede pasvorm, waterdicht, goede ventilatie, sterke zool (vibram), sterke schoen.  Dit moeten schoenen zijn die je aantrekt en niet hoeft in te lopen."
HABCC90031,positief,Na een uur lopen geen pijnlijke voetzolen meer. Dat was de reden dat ik op zoek was naar wandelschoenen.  Ze lopen fijn. Heb eet nu circa 30 km op gelopen.
HABCC90031,positief,lekkere stevige wandelschoenen
HABCC90031,positief,Een heerlijke schoen die licht loopt.
HABCC90031,positief,comfort fit meindle is voor iets bredere voeten. past goed.
HABCC90031,negatief,"Soepel, licht en breed."
HABCC90031,positief,Mooie schoen
HABCC90031,positief,Deze lage Meindl klasse-A genomen vanwege ervaring met Meindl hoge schoen klasse-B.  Degelijke schoen en goed afgewerkt.
HABCC90031,positief,leuk model  licht in gewicht met zacht voetbed ( breed model )
HABCC90031,positief,"Lichte en heel comfortabel zittende schoen Voorin extra breed voor bredere voet. Sluit goed om de hiel Zit als gegoten Sportief, modern en beschaafd uiterlijk"
HABCC90031,positief,Dat ze heerlijk zitten
D22AHA0003,neutraal,"Maten dat kloppen, dat scheelt ruilen voor een kleinere maat."
D22AHA0003,negatief,Zool te stijf en te veel padding als je ermee over verharde wegen wilt fietsen; het is meer een mountainbike-schoen
D22AHA0003,positief,Heerlijke pasvorm. Lekker licht
D22AHA0003,positief,Top MTB schoen (deels) gemaakt van plastic afval uit de oceaan. Valt wat groot uit (normaal draag ik maat 42 maar met deze schoenen maat 41).
D22AHA0003,positief,"Vegan, goede grip, elegant"
HABFC70002,neutraal,Geen
HABFC70002,negatief,Veters zijn erg dun . Heeft misschien een reden maar dat weet ik niet.
HABFC70002,negatief,Geen// ik mis nog andere kleuren misschien
HABFC70002,negatief,"veters zijn  te dun en snijden een beetje in je voet, ik heb er zelf gelijk andere veters in gezet."
HABFC70002,positief,De voorvoet heeft veel ruimte aan de bovenkant. Hierdoor ?plopt? de schoen bij het afzetten/doorbuigen. Stevig rijgen helpt een beetje. Wellicht wordt het minder als het leer soepeler wordt.
HABFC70002,neutraal,Ik vind de zool wel hard. Moet ik even aan wennen.
HABFC70002,negatief,"Veters zijn vrij dun, hadden dikker gemogen,  waardoor makkelijker te strikken"
HABFC70002,positief,"Prima schoen, wat hij in stevigheid mist geeft hij terug in zijn licht gewicht"
HABFC70002,neutraal,Geen
HABFC70002,positief,De ene meindl san francisco is de andere niet. De nieuwe die slobt.
HABFC70002,positief,"Dikkere veters ,originele zijn te dun"
HABFC70002,negatief,Veters erg dun. Vermoedelijk snel kapot.
HABFC70002,neutraal,Geen
HABFC70002,positief,"De dunne veters doen hun werk, maatje dikker had best gemogen. Heb wel de binnenzool vervangen voor de comfort/fit binnenzool. Originele zool vind ik te dun en daardoor gevoelig."
HABFC70002,neutraal,Nog niet ontdekt.
HABFC70002,neutraal,Ogen/ringen i.p.v. lussen voor de veters. Een haak op de tong voor de veters om die op z?n plaats te houden.
HABFC70002,positief,Het bovenwerk is deels leer en deels textiel. Volledig leer heeft mijn voorkeur.
HABFC70002,neutraal,ik zou het niet weten
HABFC70002,neutraal,Zool slijt snel. Lip sluit moeilijk bij dichten veters. Zit een 'luchtlek' in een schoen.
HABFC70002,negatief,De veters zijn te dun niet fijn bij het aantrekken  van de schoen
HABFC70002,negatief,"Vindt de zolen nogal stug. Weet ook niet of ik de inlegzolen erin laat zitten.  Misschien moet ik deze schoenen wel inlopen wat ik met mijn andere,  halfhoge leren wandelschoenen,  niet hoefde."
HABFC70002,negatief,Slechte veters en last met lopen op de enkel
HABFC70002,positief,"Het dichtknopen van de schoen is een beetje prutsen omdat de tong van de schoen moeilijk 'binnenboord' te brengen is. Maar als ie eenmaal zit, zit ie goed!"
HABFC70002,neutraal,geen
HABFC70002,neutraal,Geen
HABFC70002,negatief,"De kwaliteit valt mij tegen voor een Meindl schoen, de zool is erg hard en je voelt alles waar je onverhard  loopt. Goedkoop is bij Meindl dus ook duurkoop."
HABFC70002,positief,Prijs te hoog.
HABFC70002,negatief,De tong is erg krap bemeten
HABFC70002,neutraal,Tot nu toe geen
HABFC70002,neutraal,Veters zijn een minpunt
HABFC70002,negatief,De veters zijn al na 3 weken kapot
HABFC70002,positief,vrij snel slijten van de zool
HABFC70002,negatief,Kleuren (grijs/blauw) zijn een beetje saai
HABFC70002,neutraal,"2 stel haakjes aan de schacht van de schoen is handiger bij het vastmaken, dan 1 stel zoals nu."
HABFC70002,negatief,Best duur!
HABFC70002,negatief,Veters te dun
HABFC70002,negatief,"Veters zijn te dun, heb er andere bij gekocht."
HABFC70002,negatief,Veters erg dun
HABFC70002,neutraal,Geen
HABFC70002,neutraal,Pasvorm
HABFC70002,positief,"Dikkere veter, strikt net wat makkelijker."
HABFC70002,negatief,Veters zijn te dun dus heb ik vervangen door dikkere.
HABFC70002,negatief,Te dunne zool om als bergwandelschoen gebruikt te kunnen worden
HABFC70002,neutraal,De sluiting te kort.
HABFC70002,neutraal,Geen
HABFC70002,positief,De prijs is aan de hoge kant
HABFC70002,negatief,"Dunne veter, doet zeer bij strak aantrekken"
HABFC70002,neutraal,Kan ik niet ontdekken
HABFC70002,positief,Heb geen zwakke punten
HABFC70002,positief,ontwerp toch een beetje hoog pipo gehalte
HABFC70002,neutraal,nvt
HABFC70002,positief,Vind het invetten wat minder ondanks dat ik maar een beetje aanbreng met de vinger.. Vind ik het lang blijven plakken.. Ook na de tijd borstelen word het plakken niet minder.. Ik kan me  voorstellen als je dan gaat wandelen in los zand dat je schoenen er niet uitzien
HABFC70002,positief,? - Heb ze nog niet lang genoeg gebruikt.
HABFC70002,neutraal,Geen idee
HABFC70002,neutraal,Geen
HABFC70002,positief,Prima pasvorm
HABFC70002,positief,Sterke schoen Comfortabel Goede prijs kwaliteit
HABFC70002,neutraal,Pasvorm
HABFC70002,neutraal,Pasvorm
HABFC70002,positief,"schoenen lopen heerlijk, lichte schoen en soepel materiaal."
HABFC70002,positief,Zitten stevig om je voeten. Mooi materiaal
HABFC70002,positief,"Fijne wandelschoen voor in Nederland, maar ook in heuvelachtig landschap. Na een voetscan in de vestiging Tilburg goed geholpen om de juiste schoen te vinden."
HABFC70002,neutraal,Zitcomfort
HABFC70002,neutraal,Draag comfort en demping
HABFC70002,positief,"Lichte wandelschoen, spontaan wat segmenten mee gerend in de bergen. Bedoelt voor lichte wandelingen, maar met stevige enkels kan er goede dagwandeling in de bergen doorheen."
HABFC70002,positief,"Licht materiaal ,lopen geweldig"
HABFC70002,positief,"Ik had precies dezelfde en heb er twee jaar lang elke avond op gewandeld. Zat super lekker. Tijdens Corona online nieuwe besteld zelfde maat, maar deze sloppen ze zuchten als je er op loopt. Heel vervelend."
HABFC70002,neutraal,Kan er uren op wandelen
HABFC70002,positief,Zeer ruime leest. Zit erg prettig. Goede ondersteuning en door half hoge schacht niet het gevoel opgesloten te zitten.
HABFC70002,positief,Perfect Schoen Lopen Goed ??
HABFC70002,positief,goed advies en behulpzaam
HABFC70002,positief,"Prima, lichte stadswandelschoen, zoals hij door Meindl ook gekwalificeerd is. Kocht ze in de opruiming, vandaar de 8 voor prijs/kwal. Voor de adviesprijs zijn ze echter aan de dure kant (zie verbeterpunten)."
HABFC70002,positief,Prima wandelschoenen voor de lage landen.
